Average_Salary,Years_Experience,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Income_Band_Code,Experience_Band_Code,Job_Sector_Code,Labour_Group_Code,Risk_Category_Code,Job_Title_Code,Education_Level_Code
88188,24,0.35,1.35,0.94,0.86,0.07,0.65,0.12,0.01,0.05,0.92,0.91,0.23,0.55,1,4,2,0,2,2,0
77969,6,0.5,0.89,0.17,0.79,0.48,0.78,0.43,0.25,0.33,0.08,0.5,0.15,0.81,1,2,13,3,0,15,1
149528,12,0.77,1.45,0.64,0.95,0.57,0.17,0.94,0.87,0.86,0.69,0.62,0.01,0.75,2,3,10,2,1,11,2
85416,27,0.26,1.05,0.48,0.02,0.82,0.88,0.68,0.54,0.96,0.12,0.74,0.13,0.38,1,4,10,2,1,11,0
50491,14,0.74,0.5,0.12,0.54,0.53,0.64,0.3,0.54,0.19,0.19,0.58,0.69,0.12,1,3,3,1,0,5,0
105955,11,0.57,0.77,0.46,0.4,0.18,0.0,0.85,0.72,0.69,0.55,0.7,0.94,0.67,2,3,7,2,1,8,1
97519,26,0.57,0.94,0.52,0.52,0.86,0.65,0.19,0.06,0.42,0.02,0.32,0.37,0.38,1,4,7,2,1,8,0
74775,17,0.3,0.77,0.35,0.51,0.15,0.62,0.16,0.58,0.83,0.04,0.42,0.46,0.79,1,3,3,1,1,12,3
116437,21,0.57,1.29,0.19,0.36,0.09,0.73,0.87,0.97,0.93,0.8,0.64,0.78,0.43,2,4,13,3,0,15,3
112201,21,0.35,0.83,0.24,0.45,0.21,0.2,0.86,0.68,0.55,0.4,0.43,0.06,0.45,2,4,3,1,0,5,1
91134,17,0.39,0.88,0.05,0.46,0.03,0.57,0.51,0.84,0.58,0.32,0.52,0.7,0.09,1,3,13,3,0,18,1
76647,22,0.92,0.8,0.55,0.82,0.51,0.72,0.31,0.31,0.67,0.71,0.94,0.22,0.47,1,4,3,1,1,12,3
138197,12,0.08,0.9,0.14,0.27,0.3,0.36,0.99,0.78,0.07,0.87,0.63,0.89,0.34,2,3,3,1,0,5,1
76413,18,0.9,0.77,0.67,0.83,0.98,0.32,0.24,0.33,0.95,0.33,0.57,0.4,0.4,1,3,10,2,1,11,1
112604,20,0.54,1.35,0.06,0.89,0.67,0.62,0.63,0.3,0.42,0.8,0.31,0.47,0.02,2,4,3,1,0,5,1
61478,7,0.42,1.03,0.08,0.99,0.3,0.63,0.58,0.79,0.29,0.76,0.38,0.41,0.67,1,2,3,1,0,5,1
92402,27,0.67,1.4,0.77,0.9,0.13,0.66,0.55,0.49,0.31,0.5,0.16,0.37,0.1,1,4,0,0,2,0,0
65319,18,0.1,0.66,0.33,0.38,0.84,0.91,0.07,0.63,0.68,0.53,0.67,0.23,0.49,1,3,7,2,1,8,0
58830,28,0.09,1.13,0.82,0.28,0.47,0.78,0.8,0.65,0.47,0.58,0.39,0.13,0.39,1,4,12,0,2,14,3
59328,16,0.9,1.37,0.27,0.27,0.03,0.26,0.28,0.91,0.65,0.08,0.14,0.16,0.63,1,3,3,1,0,5,1
36123,21,0.86,1.44,0.1,0.31,0.24,0.36,0.91,0.58,0.74,0.49,0.03,0.06,0.54,1,4,6,3,0,7,0
66587,4,0.22,1.22,0.62,0.41,0.75,0.4,0.68,0.76,0.99,0.35,0.41,0.17,0.2,1,1,11,1,1,13,0
51951,7,0.58,0.57,0.32,0.06,0.94,0.85,0.84,0.92,0.51,0.25,0.4,0.72,0.88,1,2,3,1,1,12,1
37804,10,0.45,0.85,0.91,0.76,0.32,0.1,0.07,0.09,0.58,0.05,0.34,0.75,0.29,1,3,12,0,2,14,1
40349,7,0.75,0.75,0.88,0.75,0.4,0.21,0.52,0.92,0.64,0.17,0.68,0.43,0.59,1,2,0,0,2,0,0
136203,9,0.51,1.31,0.59,0.62,0.15,0.84,0.94,0.14,0.49,0.26,0.75,0.72,0.14,2,2,3,1,1,12,3
86317,10,0.18,1.3,0.48,0.33,0.16,0.17,0.66,0.55,0.12,0.11,0.07,0.74,0.71,1,3,5,0,1,6,1
117385,11,0.56,0.58,0.28,0.91,0.7,0.93,0.81,0.83,0.57,0.31,0.22,0.33,0.63,2,3,13,3,0,18,0
109841,8,0.26,0.97,0.39,0.59,0.92,0.75,0.67,0.58,0.49,0.19,0.89,0.25,0.09,2,2,10,2,1,11,3
95197,6,0.18,0.87,0.06,0.14,0.17,0.05,0.66,0.84,0.37,0.87,0.21,0.33,0.15,1,2,13,3,0,18,0
93410,4,0.42,1.11,0.6,0.55,0.63,0.94,0.3,0.36,0.72,0.61,0.18,0.38,0.47,1,1,7,2,1,8,2
104225,17,0.18,1.42,0.6,0.48,0.68,0.9,0.14,0.25,0.54,0.8,0.04,0.98,0.45,2,3,15,0,1,17,0
67499,1,0.29,0.67,0.25,0.96,0.41,0.95,0.82,0.48,0.67,0.43,0.56,0.06,0.7,1,0,3,1,0,5,2
130537,23,0.16,1.09,0.66,0.11,0.47,0.75,0.61,0.1,0.4,0.51,1.0,0.18,0.98,2,4,5,0,1,6,1
118627,16,0.2,0.91,0.85,0.21,0.29,0.85,1.0,0.32,0.15,0.79,0.6,0.1,0.95,2,3,12,0,2,14,0
99074,21,0.63,0.92,0.52,0.21,0.69,0.96,0.46,0.52,0.24,0.89,0.97,0.79,0.54,1,4,3,1,1,3,2
71716,0,0.15,0.98,0.52,0.49,0.8,0.67,0.13,0.35,0.34,0.57,0.29,0.12,0.65,1,0,7,2,1,8,1
132033,21,0.93,1.47,0.25,0.14,0.85,0.4,0.73,0.53,0.83,0.43,0.06,0.56,0.17,2,4,6,3,0,7,3
40715,11,0.53,1.05,0.28,0.62,0.3,0.3,0.5,0.87,0.79,0.96,0.07,0.27,0.08,1,3,13,3,0,15,2
77553,23,0.14,0.6,0.19,0.41,0.72,0.49,0.43,0.43,0.87,0.4,0.33,0.34,0.2,1,4,1,1,0,1,3
36861,14,0.15,1.41,0.41,0.9,0.79,0.58,0.67,0.33,0.57,0.29,0.4,0.76,0.24,1,3,4,2,1,4,2
70154,27,0.38,1.03,0.68,0.68,0.65,0.71,0.92,0.25,0.61,0.4,0.01,0.13,0.32,1,4,3,1,1,3,3
93576,13,0.82,1.03,0.78,0.66,0.72,0.56,0.06,0.17,0.29,0.28,0.67,0.02,0.76,1,3,2,0,2,2,0
127294,11,0.31,1.03,0.1,0.88,0.09,0.44,0.85,0.62,0.29,0.42,0.71,0.97,0.89,2,3,6,3,0,7,3
139875,5,1.0,0.5,0.31,0.82,0.2,0.06,0.24,0.43,0.73,0.62,0.24,0.5,0.93,2,2,10,2,1,11,1
52925,15,0.32,1.48,0.88,0.06,0.04,0.17,0.73,0.18,0.51,0.09,0.92,0.34,0.91,1,3,0,0,2,0,0
119779,1,0.01,0.96,0.06,0.91,0.52,0.07,0.11,0.38,0.94,0.69,0.87,0.37,0.04,2,0,6,3,0,7,1
87702,15,0.02,1.45,0.14,0.01,0.69,0.98,0.97,0.16,0.18,0.57,0.64,0.74,0.18,1,3,6,3,0,7,3
127556,8,0.64,1.35,0.52,0.41,0.98,0.58,0.87,0.95,0.68,0.55,0.0,0.04,0.2,2,2,3,1,1,12,0
46289,22,0.25,0.8,0.14,0.42,0.1,0.04,0.67,0.54,0.44,0.63,0.83,0.43,0.64,1,4,1,1,0,1,2
115823,29,0.84,0.93,0.86,0.18,0.56,0.98,0.52,0.93,0.41,1.0,0.58,0.04,0.59,2,4,12,0,2,14,2
55966,27,0.03,1.32,0.77,0.8,0.29,0.19,0.97,0.36,0.6,0.61,0.56,0.91,0.67,1,4,2,0,2,2,3
98560,23,0.86,0.68,0.52,0.95,0.63,0.82,0.65,0.84,0.94,0.27,0.17,0.48,0.7,1,4,7,2,1,8,1
109023,28,0.0,0.84,0.94,0.69,0.4,0.19,0.36,0.17,0.11,0.91,1.0,0.16,0.05,2,4,2,0,2,2,1
112455,28,0.46,0.7,0.42,0.2,0.77,0.71,0.63,0.39,0.91,0.97,0.17,0.22,0.53,2,4,5,0,1,6,3
42930,13,0.44,1.08,0.83,0.33,0.54,0.96,0.21,0.65,0.04,0.07,0.55,0.1,0.02,1,3,0,0,2,0,1
48065,14,0.56,1.2,0.38,0.67,0.18,0.61,0.41,0.65,1.0,0.94,0.0,0.89,0.07,1,3,10,2,1,11,3
86422,12,0.28,0.88,0.34,0.11,0.73,0.94,0.61,0.72,0.76,0.26,0.05,0.0,0.35,1,3,5,0,1,6,1
69305,21,0.06,0.68,0.08,0.91,0.14,0.54,0.59,0.54,0.1,0.32,0.05,0.4,0.19,1,4,6,3,0,7,3
105355,9,0.69,1.03,0.81,0.39,0.84,0.22,0.73,0.76,0.42,0.3,0.47,0.09,0.05,2,2,8,0,2,9,0
31776,7,0.19,1.0,0.91,0.24,0.94,0.95,0.96,0.84,0.36,0.07,0.57,0.56,0.85,1,2,0,0,2,0,1
113187,14,0.51,0.85,0.37,0.0,0.51,0.56,0.82,0.5,0.92,0.63,0.84,0.15,0.86,2,3,15,0,1,17,1
44937,26,0.17,0.69,0.93,0.03,0.46,0.31,0.67,0.84,0.36,0.43,0.98,0.78,0.9,1,4,0,0,2,0,1
77259,23,0.23,0.91,0.88,0.11,0.27,0.05,0.43,0.83,0.02,0.68,0.93,0.24,0.69,1,4,12,0,2,14,2
48225,11,0.96,0.73,0.34,0.15,0.7,0.73,0.67,0.34,0.17,0.58,0.48,0.73,0.44,1,3,3,1,1,3,0
101519,10,0.29,0.71,0.12,0.09,0.35,0.04,0.19,0.75,0.33,0.67,0.72,0.58,0.96,2,3,13,3,0,18,0
100994,10,0.74,1.46,0.64,0.17,0.33,0.17,0.6,0.71,0.32,0.54,0.69,0.42,0.85,2,3,11,1,1,13,2
49450,20,0.06,1.12,0.76,0.56,0.96,0.88,0.4,0.29,0.23,0.53,0.11,0.55,0.0,1,4,8,0,2,9,3
148585,8,0.22,1.47,0.59,0.35,0.09,0.52,0.21,0.54,0.84,0.62,0.63,0.54,0.93,2,2,11,1,1,13,1
106970,29,0.51,0.81,0.81,0.19,0.64,0.5,0.1,0.2,0.48,0.89,0.57,0.68,0.34,2,4,8,0,2,9,3
31112,25,0.45,1.16,0.71,0.49,0.3,0.33,0.96,0.18,0.31,0.51,0.86,0.42,0.74,1,4,8,0,2,9,0
117351,15,0.31,0.89,0.14,0.83,0.04,0.31,0.68,0.57,0.44,0.54,0.2,0.43,0.5,2,3,1,1,0,1,2
51661,1,0.26,1.37,0.21,0.02,0.72,0.04,1.0,0.87,0.3,0.26,0.38,0.36,0.37,1,0,3,1,0,5,1
67443,12,0.65,1.24,0.3,0.63,0.59,0.54,0.79,0.56,0.86,0.23,0.81,0.18,0.81,1,3,11,1,0,13,3
44234,4,0.34,1.03,0.56,0.08,0.49,0.36,0.87,0.88,0.7,0.66,0.73,0.37,0.4,1,1,9,1,1,10,1
134383,0,0.94,1.22,0.52,0.77,0.37,0.73,0.41,0.28,0.61,0.69,0.46,0.57,0.69,2,0,3,1,1,3,0
72320,6,0.9,0.85,0.94,0.64,0.79,0.7,0.21,0.07,0.73,0.51,0.7,0.48,0.31,1,2,0,0,2,0,0
91196,11,0.73,0.78,0.88,0.38,0.77,0.14,0.2,0.69,0.56,0.2,0.9,0.28,0.42,1,3,8,0,2,9,1
104861,0,0.39,0.99,0.77,0.77,0.39,0.73,0.21,0.38,0.01,0.76,0.63,0.82,0.46,2,0,0,0,2,0,1
148169,20,0.65,0.5,0.4,0.49,0.62,0.07,0.71,0.54,0.53,0.29,0.59,0.03,0.06,2,4,7,2,1,8,3
89630,13,0.32,0.85,0.38,0.45,0.05,0.3,0.53,0.47,1.0,0.39,0.39,0.5,0.19,1,3,15,0,1,17,0
127435,3,0.57,0.69,0.62,0.03,0.98,0.87,0.58,0.11,0.22,0.28,0.24,0.5,0.94,2,1,5,0,1,6,3
114845,4,0.66,1.19,0.65,0.03,0.4,0.78,0.81,0.93,0.7,0.25,0.51,0.03,0.65,2,1,5,0,1,6,1
49053,28,0.67,1.43,0.57,0.32,0.2,0.85,0.19,0.16,0.21,0.51,0.12,0.94,0.97,1,4,7,2,1,8,1
100683,3,0.41,0.74,0.08,0.86,0.56,0.86,0.83,0.28,0.55,0.08,0.92,0.4,0.39,2,1,13,3,0,18,2
120153,20,0.46,0.75,0.79,0.8,0.83,0.3,0.47,0.87,0.05,0.89,0.22,0.68,0.58,2,4,2,0,2,2,1
129926,0,0.86,0.6,0.44,0.54,0.81,0.22,0.8,0.4,0.19,0.76,0.09,0.51,0.06,2,0,16,2,1,19,0
43140,13,0.6,1.06,0.8,0.43,0.23,0.46,0.95,0.85,0.15,0.03,0.93,0.53,0.54,1,3,12,0,2,14,3
104362,11,0.31,0.98,0.69,0.67,0.15,0.13,0.2,0.77,0.3,0.02,0.94,0.17,0.01,2,3,3,1,1,12,3
73030,5,0.24,0.92,0.67,0.88,0.46,0.41,0.56,0.24,0.05,0.94,0.19,0.2,0.47,1,2,4,2,1,4,3
54400,18,0.02,0.65,0.14,0.68,0.23,0.42,0.56,0.89,0.33,0.13,0.49,0.75,0.11,1,3,13,3,0,18,3
33760,20,0.02,0.53,0.17,0.3,0.85,0.6,0.45,0.41,0.5,0.04,0.89,1.0,0.18,1,4,13,3,0,18,3
122930,21,0.14,1.16,0.87,0.85,0.75,0.45,0.61,0.69,0.51,0.48,0.65,0.56,0.64,2,4,12,0,2,14,1
33323,29,0.72,1.14,0.51,0.68,0.45,0.24,0.0,0.56,0.59,0.97,0.36,0.39,0.2,1,4,7,2,1,8,1
65098,10,0.22,0.68,0.31,0.21,0.52,0.54,0.25,0.07,0.74,0.76,1.0,0.9,0.93,1,3,10,2,1,11,3
101153,11,0.62,0.63,0.55,0.06,0.89,0.48,0.7,0.05,0.53,0.3,0.28,0.39,0.0,2,3,15,0,1,17,3
101279,14,0.49,1.36,0.81,0.36,0.99,0.57,0.47,0.5,0.81,0.34,0.39,0.76,0.07,2,3,0,0,2,0,1
143115,0,0.43,1.08,0.6,0.27,0.89,0.98,0.49,0.94,0.0,0.89,0.31,0.31,0.23,2,0,3,1,1,12,1
149487,7,0.21,1.41,0.66,0.1,0.14,0.86,0.4,0.17,0.51,0.42,0.22,0.72,0.63,2,2,11,1,1,13,1
123304,23,0.93,1.06,0.4,0.21,0.14,0.42,0.14,0.42,0.15,0.66,0.79,0.55,0.68,2,4,3,1,1,3,2
134134,6,0.32,1.49,0.57,0.73,0.21,0.08,0.28,0.25,0.23,0.19,0.57,0.33,0.82,2,2,16,2,1,19,2
107199,25,0.46,0.51,0.49,0.06,0.98,0.79,0.49,0.09,0.59,0.76,0.19,0.57,0.81,2,4,11,1,1,13,1
132658,11,0.24,0.76,0.13,0.11,0.7,0.21,0.93,0.22,0.26,0.3,0.77,0.43,0.82,2,3,6,3,0,7,0
41352,4,0.93,1.26,0.32,0.84,0.94,0.99,0.13,0.61,0.2,0.26,0.75,0.98,0.59,1,1,3,1,1,12,3
43679,21,0.04,1.1,0.46,0.89,0.3,0.43,0.53,0.27,0.91,0.46,0.42,0.85,0.31,1,4,9,1,1,10,0
122345,27,0.12,0.68,0.29,0.84,0.39,0.64,0.94,0.21,0.06,0.54,0.14,0.19,0.89,2,4,13,3,0,15,3
108179,29,0.82,1.02,0.52,0.67,0.43,0.12,0.1,0.75,0.22,0.03,0.98,0.98,0.38,2,4,7,2,1,8,0
77878,18,0.73,1.33,0.73,0.14,0.82,0.92,0.79,0.2,0.41,0.6,0.16,0.21,0.28,1,3,2,0,2,2,3
125777,29,0.51,1.31,0.89,0.91,0.83,0.25,0.33,0.5,0.01,0.9,0.04,0.32,0.57,2,4,2,0,2,2,3
112124,0,0.65,1.03,0.39,0.2,0.91,0.26,0.28,0.41,0.14,0.51,0.67,0.79,0.71,2,0,3,1,1,12,0
126367,11,0.46,0.54,0.31,0.44,0.25,0.68,0.72,0.9,0.76,0.05,0.37,0.27,0.39,2,3,5,0,1,6,3
77080,11,0.1,1.02,0.88,0.7,0.45,0.52,0.52,0.69,0.05,0.71,0.58,0.2,0.05,1,3,14,0,2,16,1
61280,2,0.52,1.26,0.43,0.38,0.93,0.21,0.1,0.34,0.75,0.63,0.42,0.96,0.73,1,1,15,0,1,17,0
39835,27,0.74,0.52,0.56,0.21,0.7,0.31,0.87,0.34,0.62,0.29,0.92,0.78,0.24,1,4,16,2,1,19,2
52369,10,0.36,1.15,0.6,0.02,0.96,0.34,0.19,0.85,0.7,0.09,0.12,0.72,0.07,1,3,11,1,1,13,0
30637,8,0.74,0.84,0.45,0.51,0.36,0.78,0.97,0.58,0.45,0.22,0.65,0.69,0.69,1,2,7,2,1,8,0
62209,27,0.9,0.84,0.89,0.76,0.65,0.39,0.61,0.04,0.76,0.1,0.4,0.1,0.84,1,4,0,0,2,0,2
70478,1,0.69,1.18,0.26,0.13,0.66,0.58,0.03,0.2,0.27,0.07,0.35,0.03,0.55,1,0,13,3,0,15,2
90760,9,0.29,1.41,0.18,0.27,0.6,0.2,0.07,0.02,0.95,0.72,0.8,0.98,0.93,1,2,13,3,0,18,2
52505,0,0.69,0.84,0.73,0.57,0.58,0.95,0.44,0.69,0.57,0.18,0.59,0.54,0.49,1,0,14,0,2,16,2
140441,22,0.16,0.96,0.54,0.49,0.49,0.08,0.19,0.32,0.42,0.59,0.86,0.16,0.02,2,4,4,2,1,4,0
108944,24,0.43,1.05,0.26,0.8,0.1,0.93,0.11,0.63,0.67,0.68,0.27,0.33,0.55,2,4,1,1,0,1,3
40886,21,0.85,0.99,0.91,0.41,0.98,0.77,0.97,0.51,0.47,0.76,0.88,0.96,0.32,1,4,0,0,2,0,2
85744,21,0.53,0.78,0.92,0.61,0.0,0.81,0.33,0.32,0.38,0.63,0.44,0.63,0.15,1,4,8,0,2,9,0
75778,29,0.73,0.75,0.88,0.58,0.11,0.18,0.04,0.81,0.55,0.32,0.13,0.48,0.53,1,4,12,0,2,14,2
88764,7,0.69,1.4,0.58,0.74,0.29,0.3,0.78,0.3,0.56,0.25,0.82,0.11,0.83,1,2,7,2,1,8,0
62795,20,0.19,1.04,0.41,0.32,0.35,0.06,0.99,0.03,0.66,0.37,0.65,0.36,0.67,1,4,4,2,1,4,1
107223,6,0.69,0.61,0.56,0.28,0.03,0.41,0.43,0.47,0.7,0.31,0.32,0.06,0.69,2,2,16,2,1,19,1
98835,2,0.35,1.21,0.83,0.47,0.51,0.64,0.66,0.29,0.14,0.16,0.64,0.87,0.41,1,1,0,0,2,0,0
139640,22,0.76,1.33,0.27,0.61,0.86,0.02,0.11,0.09,0.71,0.07,0.5,0.47,0.31,2,4,3,1,0,5,1
87225,4,0.17,0.85,0.89,0.03,0.67,0.82,0.93,0.88,0.32,0.59,0.08,0.26,0.09,1,1,2,0,2,2,3
37466,7,0.88,0.85,0.84,0.43,0.46,0.97,0.3,0.63,0.42,0.06,0.49,0.81,0.1,1,2,12,0,2,14,3
80530,11,0.15,1.26,0.59,0.57,0.47,0.89,0.77,0.81,0.81,0.64,0.46,0.86,0.93,1,3,3,1,1,12,3
40040,29,0.05,1.46,0.41,0.87,0.39,0.12,0.08,0.16,0.25,0.49,0.7,0.99,0.44,1,4,15,0,1,17,0
145874,13,0.52,1.04,0.51,0.01,0.0,0.1,0.1,0.7,0.2,0.89,0.93,0.98,0.94,2,3,16,2,1,19,3
60985,26,0.51,0.68,0.62,0.89,0.85,0.43,0.76,0.1,0.04,0.75,0.43,1.0,0.1,1,4,11,1,1,13,0
57262,25,0.48,1.33,0.9,0.92,0.3,0.95,0.15,0.08,0.43,0.83,0.47,0.83,0.73,1,4,14,0,2,16,0
102022,26,0.95,0.56,0.27,0.3,0.5,0.42,0.17,0.36,0.19,0.2,0.19,0.49,0.8,2,4,3,1,0,5,0
31320,16,0.89,1.14,0.22,0.67,0.45,0.69,0.07,0.86,0.78,0.25,0.77,0.01,0.22,1,3,13,3,0,18,2
84681,0,0.78,1.26,0.9,0.0,0.5,0.7,0.16,0.65,0.08,0.18,0.48,0.65,0.15,1,0,0,0,2,0,2
82167,21,0.2,0.74,0.11,0.4,0.65,0.44,0.78,0.72,0.13,0.05,0.88,0.08,0.15,1,4,1,1,0,1,3
64477,20,0.63,1.08,0.69,0.89,0.41,0.37,0.3,0.15,0.14,0.13,0.11,0.24,0.31,1,4,3,1,1,3,1
32565,13,0.58,1.49,0.45,0.46,0.32,0.18,0.14,0.95,0.99,0.04,0.15,0.42,0.19,1,3,9,1,1,10,0
112915,15,0.13,0.96,0.77,0.35,0.09,0.43,0.98,0.33,0.88,0.84,0.95,0.79,0.66,2,3,0,0,2,0,0
103251,9,0.08,0.96,0.95,0.77,0.96,0.78,0.87,0.71,0.76,0.52,0.92,0.83,0.84,2,2,0,0,2,0,3
51258,26,0.3,0.54,0.67,0.59,0.3,0.15,0.83,0.84,0.81,0.65,0.37,0.3,0.01,1,4,11,1,1,13,3
115535,15,0.09,1.13,0.83,0.53,0.93,0.03,0.77,0.05,0.04,0.43,0.06,0.79,0.53,2,3,2,0,2,2,1
101156,10,0.04,1.11,0.62,0.44,0.55,0.8,0.61,0.22,0.61,0.63,0.73,0.62,0.97,2,3,11,1,1,13,2
127417,6,0.95,1.04,0.87,0.1,0.38,0.77,0.71,0.04,0.55,0.09,1.0,0.9,0.02,2,2,8,0,2,9,3
60066,13,0.92,0.85,0.59,0.44,0.66,0.34,0.32,0.42,0.15,0.83,0.35,0.4,0.89,1,3,11,1,1,13,3
78359,23,0.54,1.46,0.27,0.17,0.47,0.97,0.37,0.37,0.2,0.11,0.74,0.77,0.97,1,4,13,3,0,15,1
78225,8,0.24,0.54,0.69,0.34,0.31,0.91,0.59,0.21,0.89,0.99,0.09,0.86,0.39,1,2,11,1,1,13,1
135633,12,0.91,1.47,0.4,0.21,0.08,0.56,0.01,0.41,0.07,0.41,0.04,0.84,0.21,2,3,16,2,1,19,1
32599,20,0.87,1.25,0.39,0.07,0.72,0.39,0.77,0.45,0.35,0.45,0.75,0.9,0.05,1,4,3,1,1,3,0
41394,24,0.69,1.41,0.68,0.03,0.99,0.32,0.84,0.18,0.06,0.38,0.86,0.22,0.15,1,4,3,1,1,3,1
91351,4,0.94,0.51,0.88,0.31,0.37,0.47,0.43,0.51,0.58,0.47,0.7,0.72,0.44,1,1,8,0,2,9,1
60480,15,0.64,1.27,0.56,0.59,0.23,0.65,0.33,0.92,0.65,0.28,0.47,0.85,0.34,1,3,16,2,1,19,3
113442,4,0.68,1.25,0.74,0.57,0.91,0.97,0.66,0.98,0.57,0.44,0.55,0.12,0.4,2,1,14,0,2,16,1
32199,20,0.85,1.26,0.54,0.35,0.19,0.35,0.68,0.26,0.43,0.39,0.77,0.88,0.7,1,4,4,2,1,4,3
111646,27,0.43,0.64,0.09,0.16,0.13,0.18,0.2,0.11,0.64,0.99,0.88,0.05,0.42,2,4,13,3,0,15,0
146536,28,0.13,1.35,0.54,0.93,0.88,0.68,0.66,0.21,0.12,0.42,0.19,0.1,0.3,2,4,10,2,1,11,0
100072,15,0.02,0.79,0.81,0.51,0.18,0.96,0.58,0.52,0.01,0.49,0.84,0.22,0.35,2,3,12,0,2,14,2
41246,26,0.98,0.57,0.66,0.31,0.59,0.68,0.14,0.44,0.33,0.06,0.83,0.05,0.65,1,4,9,1,1,10,0
120088,5,0.78,0.69,0.87,0.6,0.18,0.27,0.41,0.7,0.64,0.53,0.77,0.76,0.62,2,2,0,0,2,0,3
41913,21,0.33,1.38,0.2,0.82,0.55,0.22,0.54,0.37,0.7,0.48,0.84,0.68,0.68,1,4,13,3,0,18,2
127771,14,0.98,1.34,0.62,0.33,0.54,0.14,0.54,0.15,0.55,0.65,0.39,0.5,0.88,2,3,10,2,1,11,3
82035,28,0.79,0.67,0.06,0.19,0.77,0.41,0.87,0.52,0.02,0.72,0.11,0.79,0.17,1,4,6,3,0,7,3
106970,21,0.76,1.45,0.14,0.83,0.19,0.81,0.66,0.19,0.3,0.13,0.38,0.2,0.64,2,4,13,3,0,18,2
75643,9,0.58,0.87,0.44,0.67,0.39,0.26,0.4,0.81,0.97,0.64,0.78,0.53,0.62,1,2,4,2,1,4,3
111751,13,0.44,0.57,0.29,0.79,0.4,0.98,0.35,0.37,0.61,0.27,0.7,0.15,0.11,2,3,13,3,0,15,3
145650,29,0.56,0.61,0.69,0.57,0.15,0.31,0.8,0.52,0.19,0.1,0.43,0.34,0.66,2,4,3,1,1,3,1
94649,9,0.25,1.36,0.93,0.9,0.95,0.84,0.59,0.41,0.49,0.87,0.3,0.16,0.14,1,2,2,0,2,2,1
95615,25,0.72,0.53,0.19,0.88,0.02,0.41,0.93,0.35,0.46,0.98,0.2,0.07,0.86,1,4,1,1,0,1,1
144317,8,0.47,1.01,0.91,0.74,0.27,0.02,0.48,0.86,0.9,0.96,0.88,0.58,0.44,2,2,14,0,2,16,3
66640,11,0.74,1.04,0.33,0.93,0.46,0.36,0.63,0.67,0.21,0.84,0.29,0.19,0.41,1,3,16,2,1,19,1
47528,4,0.81,1.44,0.74,0.07,0.56,0.29,0.83,0.67,0.97,0.25,0.49,0.5,0.24,1,1,0,0,2,0,2
53655,12,0.44,0.95,0.14,0.02,0.52,0.34,0.0,0.31,0.28,0.39,0.13,0.51,0.69,1,3,13,3,0,15,3
102264,4,0.93,0.95,0.57,0.27,0.41,0.71,0.51,0.93,0.74,0.56,0.89,0.67,0.65,2,1,3,1,1,12,3
42550,15,0.39,1.18,0.27,0.32,0.22,0.59,0.07,0.71,0.7,0.35,0.89,0.5,0.65,1,3,1,1,0,1,0
91284,13,0.42,1.36,0.39,0.39,0.32,0.15,0.29,0.23,0.92,0.74,0.32,0.76,0.02,1,3,9,1,1,10,0
51200,20,0.25,0.61,0.65,0.2,0.82,0.41,0.01,0.73,0.6,0.34,0.28,0.07,0.94,1,4,3,1,1,12,0
147529,14,0.09,1.37,0.12,0.2,0.28,0.56,0.07,0.48,0.9,0.19,0.33,0.4,0.59,2,3,13,3,0,18,1
46151,5,0.39,0.57,0.14,0.19,0.65,0.03,0.29,0.55,0.28,0.55,0.11,0.94,0.29,1,2,13,3,0,15,1
146849,28,0.33,1.28,0.4,0.67,0.32,0.51,0.67,0.59,0.58,0.07,0.25,0.57,0.02,2,4,15,0,1,17,1
44537,21,0.23,0.75,0.51,0.58,0.91,0.39,0.93,0.65,0.91,0.83,0.69,0.36,0.24,1,4,7,2,1,8,2
72294,14,0.95,1.46,0.88,0.88,0.92,0.51,0.63,0.42,0.42,0.04,0.43,0.67,0.42,1,3,12,0,2,14,1
45749,23,0.33,0.63,0.9,0.67,0.24,0.54,0.4,0.94,0.61,0.16,0.5,0.86,0.67,1,4,12,0,2,14,0
91561,20,0.25,1.39,0.6,0.73,0.35,0.89,0.64,0.85,0.36,0.15,0.33,0.46,0.53,1,4,9,1,1,10,0
55757,10,0.55,1.34,0.37,0.32,0.89,0.56,0.58,0.48,0.55,0.2,0.55,1.0,0.57,1,3,4,2,1,4,1
32251,9,0.68,0.75,0.5,0.75,0.56,0.08,0.19,0.22,0.26,0.57,0.5,0.2,0.07,1,2,4,2,1,4,1
94274,3,0.98,0.97,0.27,0.85,0.51,0.71,0.19,0.69,0.27,0.83,0.08,0.77,0.1,1,1,6,3,0,7,0
136023,0,0.3,1.15,0.5,0.37,0.65,0.95,0.04,0.92,0.61,0.81,0.38,0.47,0.87,2,0,4,2,1,4,1
126746,18,0.53,0.52,0.36,0.64,0.72,0.58,0.14,0.45,0.36,0.5,0.87,0.78,0.08,2,3,11,1,1,13,0
115421,2,0.47,1.24,0.36,0.67,0.24,0.44,0.02,0.15,0.09,0.24,0.1,0.69,0.03,2,1,11,1,1,13,0
